,,Gomorrah,ea7a,"Matthew, Mark",2,"no,not: good: person: village: many: neighbor,house,near",
9,,good,e096,"Matthew,Mark",1,,
23,,gospel,e22b,"Matthew,Mark",1,"book,learn,read: good",good_news
20,,governor,e0a3,"Matthew,Mark",1,"small,few: crown,ruler,king,lord",proconsul
2,,grace,e01f,"Matthew,Mark",1,"love,compassion: no,not: knife,cut",
42,,grain,e279,"Matthew,Mark",1,,wheat
53,,grass,ea33,"Matthew,Mark",1,,
7,,grateful,e20e,"Matthew,Mark",1,"happy,joy: hand: love,compassion",thank:gratitude
7,,gratitude,e20e,"Matthew,Mark",1,"happy,joy: hand: love,compassion",thank:grateful
17,,grave,e178,"Matthew,Mark",1,"house: dead,death,die: no,not: heart",tomb
